from_ba_id,from_gf_id,to_ba_id,to_gf_id
68884c5d-d3d1-4a35-ab5a-4e98e5591d41,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
69087fd1-6447-491c-a4e0-d89eb133925c,,f4df7abd-3d51-42fb-8cab-5102b95fad8e,
6ac0a8cc-f9e3-4fc4-9b17-9385c02a3b30,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
6acd6333-fb98-447a-b61f-102641f84b70,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
6b9fdd82-685f-4f21-8fa3-883e06be2c30,7e71833a-fc29-4176-91cb-1df6723089ed,6b9fdd82-685f-4f21-8fa3-883e06be2c30,
6b9fdd82-685f-4f21-8fa3-883e06be2c30,888609b5-b58a-4d57-addc-a6935bba284b,6b9fdd82-685f-4f21-8fa3-883e06be2c30,
6b9fdd82-685f-4f21-8fa3-883e06be2c30,b406252b-c160-4fd6-b7f9-f61d5e2779a5,6b9fdd82-685f-4f21-8fa3-883e06be2c30,
6b9fdd82-685f-4f21-8fa3-883e06be2c30,cf2deca6-53b8-4096-916f-32c2c71d14bf,6b9fdd82-685f-4f21-8fa3-883e06be2c30,
6d24961e-18db-4b26-8523-5e612665ebcb,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
6dfd0b33-db5f-433c-81ce-a625bc923c50,,3218e7ea-8827-4262-96a1-104e5ec50ffc,
6e773788-5b88-4187-9816-726d9bc673f1,,30a987e9-b420-4db6-a83a-a1f7cabd14fb,
70635707-407e-4348-b685-3e44f121875f,,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,
71533bf1-eb8f-4dc9-83db-46728490c81c,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
750783b4-ef24-4ea5-b508-d77d20933eb2,,4acaa53b-7ec9-4abd-bb4a-1d96b6224c0d,
7536f710-d996-488c-a7b5-e87a71b78487,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
75a414e8-a5ae-4659-8e8b-06d40e5ea8a1,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
75fff2dd-2361-4112-adec-c9a39fd5c390,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
76d8f52f-1f4e-4ab0-b609-8d4abf9612bf,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
788e1ca9-72ee-4872-9b79-a885e1a59c67,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
7a03b8d8-63bc-4622-bfe8-0a512c51ebbb,,6b9fdd82-685f-4f21-8fa3-883e06be2c30,
7a4323fc-2e79-4511-82d5-9268fd34ce01,,3aa2e125-3f74-4f91-94f6-fd030319f2b1,
7c7704b1-7823-4f09-b048-a6e87e3d05a6,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
7cc759a3-9d4c-45dc-9e86-73c09ead5e15,,70407def-b048-49d4-9a43-3eb0021f7b68,
7ce46715-080a-465e-94c1-17a51bcd49f0,,30a987e9-b420-4db6-a83a-a1f7cabd14fb,
7d41bcd1-d9dd-4b8f-85ab-cd410ae0e1ef,,2b55697f-f26e-433e-9070-f1fe9748bf7b,
7d649b73-ccd6-4254-8a42-d2b24d25ac5e,,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,
7d84ea57-8116-4eba-a39e-5f086b5370db,,f4df7abd-3d51-42fb-8cab-5102b95fad8e,
7f309e4e-54a7-4086-83a0-b61ce0d9476c,,3aa2e125-3f74-4f91-94f6-fd030319f2b1,
808665af-0d4c-4d42-bd42-01deaecf0679,,050c0689-0b01-4a6c-afbf-a5d3ca39c310,
83020a4c-fda8-45aa-9ec5-e886c5b18f3e,,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,
8446e66d-dc91-4856-a8f9-0f4535536b6e,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
84bc2ed1-9309-4b83-b275-f6a55ffc3e47,,6b9fdd82-685f-4f21-8fa3-883e06be2c30,
8646db92-aded-460d-978d-0248a0ea75b2,,30a987e9-b420-4db6-a83a-a1f7cabd14fb,
8672775c-9167-42bd-b885-f1807f9ac9a4,66f2cd86-a949-414e-96ac-5ea1fb702c5c,8672775c-9167-42bd-b885-f1807f9ac9a4,
887651ec-32f6-4a25-81a2-d991a04dc130,,30a987e9-b420-4db6-a83a-a1f7cabd14fb,
896ba964-bddd-491d-bfb5-43f417431e4a,,050c0689-0b01-4a6c-afbf-a5d3ca39c310,
89e34529-a92a-4216-b549-dd2110c07df0,,79a84274-88f2-4135-90dd-8c1a501f87d5,
8a0b970f-88be-40a1-9461-ed3b80ab3c99,,04b943e8-610c-4158-b4c3-9dd884ab9376,
8a35dc37-8c8b-4f2f-a1e3-725baba09427,,efae0d72-6980-4c29-be83-63da72812a35,
8beb9413-6421-4448-9657-07a426c2835e,,050c0689-0b01-4a6c-afbf-a5d3ca39c310,
8d8e556c-63a5-4aa8-9d25-f265c162b9be,,5f1f7956-bc21-4bfd-a409-9740e614b2ac,
8e192db3-cec7-4b84-a4b0-1ed01bb1f62d,,30a987e9-b420-4db6-a83a-a1f7cabd14fb,
95c49cf9-c721-4e62-8882-11870dc46706,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
970e6f49-9a1a-46e3-bb8d-95c607f6bfdd,,132ae52b-0cc6-4877-93ca-becbc612ea64,
9a23a972-cefa-4827-9636-41f8e5a73b77,,995f68d0-2dec-4e22-916a-cf1f44c1663b,
9c477221-ab35-48f6-ac9f-3b6ca4ac3a05,,30a987e9-b420-4db6-a83a-a1f7cabd14fb,
9da9bd58-8e73-4fe3-845c-e7efacce9f95,,5f1f7956-bc21-4bfd-a409-9740e614b2ac,
9f06b993-7708-43f1-9886-41323155091b,,4acaa53b-7ec9-4abd-bb4a-1d96b6224c0d,
9f424659-9e93-43f0-a83b-14eb41c9d253,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
9f6436ae-e654-4845-a853-85344a2f8675,,050c0689-0b01-4a6c-afbf-a5d3ca39c310,
9fc8164a-a7b9-43d4-bf2e-74e2f8a14d66,,223860e9-b7b5-412c-bcab-0f16d43928fb,
a19c1549-baa0-4bd6-b345-7a30b3383b7c,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
a36b36c6-1f9f-4aa1-922c-61e74c786187,cf2deca6-53b8-4096-916f-32c2c71d14bf,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,
a4563b4f-d70c-461e-aa92-9c92beb89294,,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,
a769ae7f-afb0-4d84-a915-b7ac7079b771,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
a81dc2ce-99cd-4937-b06b-283ab18f0cc0,,e1272775-11a6-4f60-9054-956567a961df,
a82b807a-e5f5-481a-9b9d-a6c9663f9bcf,,edbc586e-8499-4d31-9025-d15f2648f1fb,
a988cb40-ded7-49b3-8465-bb6e26f78bbe,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
aa9d685f-4d61-425d-af04-71f060eef923,,108ff93e-9191-42bf-b502-3a437407b22a,
